,Headline,Type,Username,URL,User URL,Date,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,index
141,当阿利安娜回到了1899年的夏天,text,邓布利多最喜欢的学生,https://shilibai006.lofter.com/post/3111b785_2b5c314b4,https://shilibai006.lofter.com/,2022-06-18,1,1,1,1,1,1,1,141
142,【Jam Tomorrow的彩蛋】,text,戚咎不是酒,https://qjmyq.lofter.com/post/2046ad1c_2b5c308a5,https://qjmyq.lofter.com/,2022-06-18,0,0,0,0,0,0,0,142
143,【GGAD】当邓布利多从德姆斯特朗抱回一个孩子39,text,鱼鱼社畜中,https://yiduoxiaojinggui.lofter.com/post/3122439c_2b5c2cbff,https://yiduoxiaojinggui.lofter.com/,2022-06-18,41,42,42,42,42,42,42,143
144,这是一个乐色的话,text,舞乱薄樱,https://d822730932.lofter.com/post/73c95d6c_2b5c2f9b6,https://d822730932.lofter.com/,2022-06-18,0,0,0,0,0,0,0,144
145,老街（戈德里克山谷的盛夏）,text,诺儿,https://nuoer641.lofter.com/post/30c4eab9_2b5c2d3a8,https://nuoer641.lofter.com/,2022-06-18,0,0,0,0,0,0,0,145
146,暗的尽头是光吗10【GGAD】,text,一只文,https://luchenfuren85004.lofter.com/post/7439338d_2b5c308a7,https://luchenfuren85004.lofter.com/,2022-06-18,1,1,1,1,1,1,1,146
147,【Jam Tomorrow】,text,戚咎不是酒,https://qjmyq.lofter.com/post/2046ad1c_2b5c2b915,https://qjmyq.lofter.com/,2022-06-18,0,0,0,0,0,0,0,147
148,血的盟约3,text,穆将宁,https://jiangjiayounu.lofter.com/post/3174c207_2b5c2e4d6,https://jiangjiayounu.lofter.com/,2022-06-18,2,2,2,2,2,2,2,148
149,大瓜叠满之后伏地魔出现在我身后怎么办（20）,text,浪倒映月光,https://tangcixiaoguaner.lofter.com/post/4cce4080_2b5bc3448,https://tangcixiaoguaner.lofter.com/,2022-06-18,16,16,18,18,18,18,26,149
150,crush,text,鱼,https://yuyeyu800.lofter.com/post/30e09951_2b5bfc545,https://yuyeyu800.lofter.com/,2022-06-18,0,0,0,0,0,0,0,150
151,金色的大鸟（巴沙特篇）,text,失格者 ⃒⃘⃤,https://yemingmeiyu.lofter.com/post/309139dd_2b5b82aff,https://yemingmeiyu.lofter.com/,2022-06-18,15,16,16,16,16,16,16,151
152,如果斯教姓普林斯【15】,text,贾云【开学停更中】,https://jiayanxiao.lofter.com/post/30a20393_2b5c22b75,https://jiayanxiao.lofter.com/,2022-06-18,9,11,11,12,12,12,12,152
153,《圣芒戈日记》「GGAD’s Anatomy」2,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5c2a8b8,https://hongbidiaole.lofter.com/,2022-06-18,2,2,2,2,2,2,2,153
154,None,img,葉子,https://shimumumuzi.lofter.com/post/4b657c65_2b5c29e6e,https://shimumumuzi.lofter.com/,2022-06-18,4,5,6,11,11,11,11,154
155,None,img,JUST_A_TOMATO,https://laisitelanqixiaojie.lofter.com/post/3223202d_2b5c2a9bd,https://laisitelanqixiaojie.lofter.com/,2022-06-18,0,0,0,0,0,0,0,155
156,【GGAD】关于格林德沃家有多么不在意血统这件事,text,佟滦,https://ameliagrindelwald.lofter.com/post/309c784b_2b5c2ce89,https://ameliagrindelwald.lofter.com/,2022-06-18,2,2,3,4,6,7,7,156
157,【GGAD】Quantum Theory 量子理论（七）,text,iseec,https://iseec98551.lofter.com/post/4bea1b86_2b5c2aff3,https://iseec98551.lofter.com/,2022-06-18,2,2,2,2,2,2,2,157
158,【GGAD｜德哈】我的怨种前男友,text,我的脑袋里都是洞,https://shalaoshimemeda.lofter.com/post/1d3816f9_2b5c29a5f,https://shalaoshimemeda.lofter.com/,2022-06-18,25,25,25,25,25,25,25,158
159,【GGAD】Sacrifice 80（使女AU/ABO/带球跑）,text,炫耀此生,https://xuanyaocisheng0301.lofter.com/post/1ffdab16_2b5c2d537,https://xuanyaocisheng0301.lofter.com/,2022-06-18,12,12,12,12,12,12,12,159
160,【哈利波特】(观影+穿越) 繁星闪烁.邓布利多（5）,text,喵呜,https://miaowu080.lofter.com/post/20460448_2b5c29532,https://miaowu080.lofter.com/,2022-06-18,24,26,26,28,30,30,30,160
161,None,img,GGAD,https://yudigege67975.lofter.com/post/748c78e3_2b5c2cdc5,https://yudigege67975.lofter.com/,2022-06-18,1,1,1,1,1,1,1,161
162,【GGAD】魔法奇迹（三十五）,text,木逸空,https://2904700490.lofter.com/post/1f9c9bca_2b5bf4aef,https://2904700490.lofter.com/,2022-06-18,0,0,0,0,0,0,0,162
163,None,img,梦中の海德薇   ⃒⃘⃤,https://mengzhonghaidewei62199.lofter.com/post/3203aeef_2b5c27328,https://mengzhonghaidewei62199.lofter.com/,2022-06-18,1,1,1,1,1,1,1,163
164,【GGAD】神奇邓校在哪里（十九）,text,麟阁刺客,https://shangzeng30030.lofter.com/post/4b771ca9_2b5c25fea,https://shangzeng30030.lofter.com/,2022-06-18,16,16,16,16,18,18,19,164
165,None,img,世间愁怅人（虞兮）,https://yuxi3837.lofter.com/post/1f01b6e7_2b5c298aa,https://yuxi3837.lofter.com/,2022-06-18,0,0,0,0,0,0,0,165
166,胆小鬼最后的碎碎念,text,lan,https://lan1444647.lofter.com/post/748ac9f1_2b5c2979d,https://lan1444647.lofter.com/,2022-06-18,2,2,2,2,2,2,2,166
167,【GGAD】镜像,text,N.D,https://yangxing38488.lofter.com/post/73e1b1f3_2b5c279df,https://yangxing38488.lofter.com/,2022-06-18,2,2,2,2,2,2,2,167
168,【GGAD】战败,text,一只鹰崽⃒⃘⃤,https://baibai00296.lofter.com/post/73d7b461_2b5c287ad,https://baibai00296.lofter.com/,2022-06-18,14,14,14,14,14,14,14,168
169,None,img,三句话让格林德沃给我108个钻心剜骨,https://xi18332878.lofter.com/post/742e2fd3_2b5c2655e,https://xi18332878.lofter.com/,2022-06-18,1,1,1,1,1,1,1,169
170,11 是背叛？还是……,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5c24875,https://banyeyouexingle.lofter.com/,2022-06-18,22,22,22,22,22,22,22,170
171,【GGAD】纽蒙迦德狂想曲 2,text,唐,https://mu41470123.lofter.com/post/4d198138_2b5b62780,https://mu41470123.lofter.com/,2022-06-18,0,0,0,0,0,0,0,171
172,None,img,槿澂,https://santellina.lofter.com/post/74544467_2b5c230f2,https://santellina.lofter.com/,2022-06-18,3,3,3,3,3,3,4,172
173,None,img,怀民已寝，巴掌扇醒,https://hongwuxing33876.lofter.com/post/4c3564e2_2b5c2686a,https://hongwuxing33876.lofter.com/,2022-06-18,0,0,0,0,0,0,0,173
174,邓布利多应激反应,text,青木繁临,https://1344847876.lofter.com/post/1e1ca322_2b5c24225,https://1344847876.lofter.com/,2022-06-18,0,0,0,0,0,0,0,174
175,【纽特x你x赫尔穆特】我的冤种老爹们9,text,青妩Echo（邓布利多的狗版,https://yaoyao65798.lofter.com/post/31bf63f3_2b5c21187,https://yaoyao65798.lofter.com/,2022-06-18,21,21,21,21,21,21,21,175
176,【授权搬运】I just assumed 我假设……[185],text,别玩了要氪金的,https://mengliangren338.lofter.com/post/1d5918b4_2b5c1eace,https://mengliangren338.lofter.com/,2022-06-18,2,2,2,2,2,2,2,176
177,【GGAD】始于暮夏（4）,text,颜微,https://yanwei1325.lofter.com/post/32256e64_2b5c23d9d,https://yanwei1325.lofter.com/,2022-06-18,2,2,2,2,2,2,2,177
178,None,img,小猫菜奈,https://xiaomaocainai.lofter.com/post/4cf1f484_2b5c2109f,https://xiaomaocainai.lofter.com/,2022-06-18,0,0,0,0,0,0,0,178
179,【GGAD】胜者为囚（战败ABO）,text,军岛,https://jundao99.lofter.com/post/1fd1e7ff_2b5c1b3a9,https://jundao99.lofter.com/,2022-06-18,10,10,10,10,10,10,10,179
180,A kiss,text,疯姑娘伍幺幺   ⃒⃘⃤,https://quzhongrenbusan472.lofter.com/post/20259b2d_2b5c24924,https://quzhongrenbusan472.lofter.com/,2022-06-18,3,3,3,3,3,4,9,180
181,GGAD短篇/洛哈特的求职二三事,text,Annie luis,https://annieyaoheluoenqiangjituia.lofter.com/post/73d36188_2b5c222fd,https://annieyaoheluoenqiangjituia.lofter.com/,2022-06-18,0,0,0,0,0,0,0,181
182,None,img,ggad永不be  ⃒⃘⃤(德缇滚犊子),https://yangyang52895.lofter.com/post/74594713_2b5c22eb3,https://yangyang52895.lofter.com/,2022-06-18,12,12,12,16,21,21,24,182
183,None,img,鹅尔多斯,https://infinite673.lofter.com/post/2003d816_2b5c222b2,https://infinite673.lofter.com/,2022-06-18,0,0,0,0,0,0,0,183
184,默示录 序章,text,双木,https://nannuonuomizhou.lofter.com/post/3091c331_2b5c239a6,https://nannuonuomizhou.lofter.com/,2022-06-18,3,3,3,3,3,3,3,184
185,和男友分手以后（十三）,text,刹那芳华,https://chaneifanghua515.lofter.com/post/30b0a4b5_2b5c15580,https://chaneifanghua515.lofter.com/,2022-06-18,3,3,4,5,5,5,5,185
186,None,img,小岛菇凉慕振寒,https://dousenaiqiluotangtang.lofter.com/post/1dc90c89_2b5c22dcf,https://dousenaiqiluotangtang.lofter.com/,2022-06-18,11,17,28,35,44,48,54,186
187,崩坏（2）,text,Lorisen,https://2283399288.lofter.com/post/31b8f77a_2b5bb802a,https://2283399288.lofter.com/,2022-06-18,3,3,3,3,3,3,3,187
188,None,img,槿澂,https://santellina.lofter.com/post/74544467_2b5c216e7,https://santellina.lofter.com/,2022-06-18,1,2,2,2,2,2,2,188
189,None,img,白骨妹子,https://baigumeizi.lofter.com/post/1da14c75_2b5c20efd,https://baigumeizi.lofter.com/,2022-06-18,11,11,11,11,11,11,11,189
190,燃情外传Ⅳ：《烈情岁月》第三十八回 黑云压城,text,雲绯,https://913502227.lofter.com/post/1e537bfb_2b5c20700,https://913502227.lofter.com/,2022-06-18,3,3,3,3,3,3,3,190
191,None,img,可梦颖欣,https://kemengyingxin.lofter.com/post/30be3ce1_2b5c1dad6,https://kemengyingxin.lofter.com/,2022-06-18,5,5,5,5,5,5,5,191
192,None,img,早安.,https://zaoan43845.lofter.com/post/4ccdf1fa_2b5c2034c,https://zaoan43845.lofter.com/,2022-06-18,0,0,0,0,0,0,0,192
193,双生花(双子),text,柠檬雪宝,https://qiu9144666.lofter.com/post/73c2ea17_2b5a8ad46,https://qiu9144666.lofter.com/,2022-06-18,0,0,0,0,0,0,0,193
194,找文,text,黑羽,https://heiyu723.lofter.com/post/1fc6f990_2b5c1b368,https://heiyu723.lofter.com/,2022-06-18,0,0,0,0,0,0,0,194
195,【Epoch】（一）,text,戚咎不是酒,https://qjmyq.lofter.com/post/2046ad1c_2b5c150b7,https://qjmyq.lofter.com/,2022-06-18,0,0,0,0,0,0,0,195
196,None,img,Šylvia⁼.S ࿈,https://ylvias.lofter.com/post/73ef015a_2b5c1dd57,https://ylvias.lofter.com/,2022-06-18,1,1,1,1,1,1,1,196
197,None,img,沈夏之,https://shenxiazhi10670.lofter.com/post/73ddabe1_2b5c1b340,https://shenxiazhi10670.lofter.com/,2022-06-18,2,2,2,2,2,2,2,197
198,【GGAD】Bruise,text,Lernie,https://minvzilan39013.lofter.com/post/74d65da6_2b5c1b203,https://minvzilan39013.lofter.com/,2022-06-18,1,1,1,1,1,1,1,198
199,None,img,烤雁多加码,https://beibianchuilaidefeng73761.lofter.com/post/314c9f26_2b5c1b710,https://beibianchuilaidefeng73761.lofter.com/,2022-06-18,10,11,13,13,13,21,21,199
200,这算是一个预告,text,泷山,https://longshan50726.lofter.com/post/311f891d_2b5c1e6f3,https://longshan50726.lofter.com/,2022-06-18,1,1,1,1,1,1,2,200
201,None,img,臣是酒中仙,https://moonfairy47321.lofter.com/post/740e7ec9_2b5c180df,https://moonfairy47321.lofter.com/,2022-06-18,5,5,5,6,7,7,7,201
202,None,img,大冤种,https://dayuanzhong60724.lofter.com/post/74a7aac8_2b5c1bc87,https://dayuanzhong60724.lofter.com/,2022-06-18,3,4,4,4,4,4,4,202
203,【GGAD】当邓布利多从德姆斯特朗抱回一个孩子38,text,鱼鱼社畜中,https://yiduoxiaojinggui.lofter.com/post/3122439c_2b5c17cda,https://yiduoxiaojinggui.lofter.com/,2022-06-18,55,56,56,56,56,56,56,203
204,论如何成为一名优秀的肄业生（25）,text,床底下的血盟瓶,https://xiaoxiongyaobing19006.lofter.com/post/4c2a779f_2b5c048e5,https://xiaoxiongyaobing19006.lofter.com/,2022-06-18,0,0,0,0,0,0,0,204
205,【授翻】凤凰涅槃（14.2）,text,moinmoin,https://moinmoin150.lofter.com/post/1ebe7c87_2b5c17488,https://moinmoin150.lofter.com/,2022-06-18,8,8,8,8,8,8,8,205
206,None,img,疯姑娘斯图尔特,https://crazystewart.lofter.com/post/74558a35_2b5c19ef4,https://crazystewart.lofter.com/,2022-06-18,0,0,0,0,0,0,0,206
207,【致欧美意难平】,text,平安,https://pingan05672.lofter.com/post/74bc4b46_2b5c11f89,https://pingan05672.lofter.com/,2022-06-18,1,1,1,1,1,1,1,207
208,None,img,鱼干邮递员,https://beelzebub81756.lofter.com/post/73fbd079_2b5c1a0c3,https://beelzebub81756.lofter.com/,2022-06-18,1,2,2,5,5,5,6,208
209,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5c18a38,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-18,3,3,3,3,3,3,3,209
210,None,img,Gellert Grindelwald ⃒⃘⃤,https://aralan01790.lofter.com/post/74aa51ab_2b5c182a3,https://aralan01790.lofter.com/,2022-06-18,0,0,0,0,1,1,1,210
211,哈利波特看平行世界(1),text,炊烟醉清风,https://luoriyuhui43967.lofter.com/post/73d3dc08_2b5c15f80,https://luoriyuhui43967.lofter.com/,2022-06-18,7,7,7,7,7,7,7,211
212,（GGAD）双生子（六）,text,Heitiana Artemis Blake Lancast,https://yueliangaiyouling.lofter.com/post/7441749f_2b5c02c87,https://yueliangaiyouling.lofter.com/,2022-06-18,4,4,4,4,4,4,4,212
213,羁旅（三）,text,Ezekiel,https://wangpangshuangmulin.lofter.com/post/4c775c1e_2b5c162ef,https://wangpangshuangmulin.lofter.com/,2022-06-18,0,0,0,0,0,0,0,213
214,None,img,酒嬬姬STRANA,https://jiuxujistrana.lofter.com/post/74d2d09d_2b5c12e6f,https://jiuxujistrana.lofter.com/,2022-06-18,0,0,1,1,2,4,4,214
215,朝生暮死（二）(AI GG×研究员AD）,text,就凭你这个小精灵,https://jiupingnizhegexiaojingling.lofter.com/post/1de24439_2b5c157e4,https://jiupingnizhegexiaojingling.lofter.com/,2022-06-18,3,3,3,3,3,3,3,215
216,[GGAD]火焰背后,text,此系zc,https://thegreatergood23688.lofter.com/post/748f7fab_2b5bff0b8,https://thegreatergood23688.lofter.com/,2022-06-18,4,4,4,4,4,4,4,216
217,怎样用女儿挽回老相好69,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5b7121a,https://anna-tulanduo.lofter.com/,2022-06-18,9,10,10,10,10,10,10,217
218,哈利波特看平行世界,text,炊烟醉清风,https://luoriyuhui43967.lofter.com/post/73d3dc08_2b5c16e24,https://luoriyuhui43967.lofter.com/,2022-06-18,4,4,4,4,4,4,4,218
219,None,img,冶,https://you17526.lofter.com/post/30d495ce_2b5c14ba5,https://you17526.lofter.com/,2022-06-18,1,1,1,1,1,1,1,219
220,【1899】关于厨艺？,text,Gellert Grindelwald,https://furuoluo.lofter.com/post/30af4921_2b5c10f69,https://furuoluo.lofter.com/,2022-06-18,18,19,19,19,19,19,19,220
221,GGAD让人类保持理智27,text,leiluo,https://leiluo935.lofter.com/post/201734af_2b5c1567a,https://leiluo935.lofter.com/,2022-06-18,0,0,0,0,0,0,0,221
222,None,img,Hr 金色福灵剂🌷%,https://liansenriji03829.lofter.com/post/7471898f_2b5c1341e,https://liansenriji03829.lofter.com/,2022-06-18,0,0,0,0,0,0,0,222
223,关于老大和邓布利多是什么关系（二）,text,作死罗锅,https://zuosidehushuluoguo.lofter.com/post/7468d789_2b5c118f0,https://zuosidehushuluoguo.lofter.com/,2022-06-18,0,0,0,0,0,0,0,223
224,还乡（21）,text,囧山童姥,https://jiongshantonglao.lofter.com/post/4be2569f_2b5c07b5f,https://jiongshantonglao.lofter.com/,2022-06-18,4,6,6,6,6,6,6,224
225,在1945年的决斗（1）,text,欣灵手巧⃒⃘⃤​,https://ggadyongyuandeshen10282.lofter.com/post/747718fa_2b5b5421f,https://ggadyongyuandeshen10282.lofter.com/,2022-06-18,0,0,0,0,0,0,0,225
226,求文 占tag致歉,text,双木,https://nannuonuomizhou.lofter.com/post/3091c331_2b5c10d4e,https://nannuonuomizhou.lofter.com/,2022-06-18,8,8,8,8,8,8,8,226
227,我是GGAD的女儿,text,writing.,https://writing64027.lofter.com/post/74d00dc6_2b5c0f2c1,https://writing64027.lofter.com/,2022-06-18,2,2,2,2,2,2,2,227
228,None,img,佘跫,https://milao94893.lofter.com/post/7448f206_2b5c0f682,https://milao94893.lofter.com/,2022-06-18,1,1,1,1,1,2,2,228
229,Speculum imaginis,text,金蝉加得,https://zhonger84482.lofter.com/post/4cc8f23d_2b5c0e6ba,https://zhonger84482.lofter.com/,2022-06-18,10,16,16,16,16,16,16,229
230,【1899】关于厨艺……,text,Albus Dumbledore,https://loveislove09446.lofter.com/post/4c6c0f62_2b5c0b433,https://loveislove09446.lofter.com/,2022-06-18,31,31,31,31,31,32,32,230
231,现场观影席之神奇动物在哪里(11),text,三岸,https://dansan20561.lofter.com/post/315b3e68_2b5c0fccc,https://dansan20561.lofter.com/,2022-06-17,0,0,0,0,0,0,0,231
232,我捍卫你的爱 第二十三章,text,陈埃,https://chenai226.lofter.com/post/2011526d_2b5c038fa,https://chenai226.lofter.com/,2022-06-17,3,3,3,3,2,2,2,232
233,【GGAD】存在即永恒,text,Existence is eternity,https://baiyexiaomeng.lofter.com/post/30a41e51_2b5c0dad8,https://baiyexiaomeng.lofter.com/,2022-06-17,0,0,0,0,0,0,0,233
234,(GGAD同人文) 夏季的玫瑰22,text,丶墨御涵,https://moyuhan59022.lofter.com/post/31cd8d85_2b5c01470,https://moyuhan59022.lofter.com/,2022-06-17,6,6,6,6,6,6,6,234
235,血的盟约2,text,穆将宁,https://jiangjiayounu.lofter.com/post/3174c207_2b5c09b96,https://jiangjiayounu.lofter.com/,2022-06-17,0,0,0,0,0,0,0,235
236,None,img,白茶,https://yjj6697815.lofter.com/post/4cb94381_2b5c0a833,https://yjj6697815.lofter.com/,2022-06-17,0,0,0,0,0,0,0,236
237,None,img,Mizuki,https://481481520.lofter.com/post/1d8eb750_2b5c05bda,https://481481520.lofter.com/,2022-06-17,1,1,1,1,1,1,1,237
238,【GGAD】助力六千fo的点梗活动（1）开始啦！,text,✨燕安鸩毒✨,https://ginyinlawliet.lofter.com/post/1ef7e066_2b5c07724,https://ginyinlawliet.lofter.com/,2022-06-17,11,11,11,11,11,11,11,238
239,1899之夏 05,text,B221B,https://b221b66195.lofter.com/post/4d133484_2b5c06ef3,https://b221b66195.lofter.com/,2022-06-17,0,0,0,0,0,0,0,239
240,None,img,fu莱茵,https://shuiyan97225.lofter.com/post/4bd94fee_2b5c0940c,https://shuiyan97225.lofter.com/,2022-06-17,3,3,3,3,3,3,3,240
241,玫瑰花海,text,平秣陵生,https://tuxiaomeng381.lofter.com/post/30c0d556_2b5c07921,https://tuxiaomeng381.lofter.com/,2022-06-17,0,0,0,0,0,0,0,241
242,夏天的风,text,临江 ⃒⃘⃤,https://linjiang89062.lofter.com/post/73f92bd2_2b5c0839d,https://linjiang89062.lofter.com/,2022-06-17,0,0,0,0,0,0,0,242
243,ggad：Fairy tale（2）,text,fishsz ⃒⃘⃤​,https://nikanfish.lofter.com/post/7414d447_2b5bfaba8,https://nikanfish.lofter.com/,2022-06-17,10,10,10,10,10,10,10,243
244,【伪历史】魔法史·四,text,leaves（考研党，咕咕咕）,https://leaves20380.lofter.com/post/31797929_2b5bfbf60,https://leaves20380.lofter.com/,2022-06-17,19,19,20,20,20,20,20,244
245,None,img,swillow,https://kuailedecheche.lofter.com/post/203a7f88_2b5c03f17,https://kuailedecheche.lofter.com/,2022-06-17,6,6,7,8,8,8,8,245
246,10 枫从此痛失AD的怀抱（GG单方面认为）,text,半夜又饿醒了,https://banyeyouexingle.lofter.com/post/74375a6a_2b5c06c45,https://banyeyouexingle.lofter.com/,2022-06-17,20,20,20,20,20,20,20,246
247,求文,text,斯莱特林小白,https://silaitelinxiaobai.lofter.com/post/4c71e30f_2b5c06c43,https://silaitelinxiaobai.lofter.com/,2022-06-17,3,3,3,3,3,3,3,247
248,血盟突然变成人该怎么办【1】,text,肥牛卷适合涮火锅,https://deyunshededabaobei54915.lofter.com/post/313987a3_2b5c05d0e,https://deyunshededabaobei54915.lofter.com/,2022-06-17,5,5,5,6,6,6,6,248
249,今日棠先生大发现！！！,text,棠先生拥有光（死学校了,https://xitang14761.lofter.com/post/4c19edfb_2b5c05164,https://xitang14761.lofter.com/,2022-06-17,0,0,0,0,0,0,0,249
250,None,img,Echo-脑洞实验室,https://dorothy713.lofter.com/post/201dc718_2b5c00196,https://dorothy713.lofter.com/,2022-06-17,1,1,1,1,1,1,1,250
251,【GGAD】Love you as I promised,text,Christopher,https://wsyidys.lofter.com/post/31a9631f_2b5c04d9d,https://wsyidys.lofter.com/,2022-06-17,3,4,4,4,4,4,4,251
252,None,img,见星遇安,https://douligu.lofter.com/post/73e73295_2b5c03769,https://douligu.lofter.com/,2022-06-17,10,10,10,10,10,10,10,252
253,【GGAD】论把自家房子作塌了是种什么样的体验,text,花醉三千   ⃒⃘⃤,https://qize77.lofter.com/post/1feff040_2b5ba3f15,https://qize77.lofter.com/,2022-06-17,11,12,12,12,16,16,16,253
254,None,img,隔壁老困,https://sleepyuncle.lofter.com/post/30d9e0_2b5c054ae,https://sleepyuncle.lofter.com/,2022-06-17,11,11,11,11,11,11,11,254
255,什么？同人文？？,text,妮,https://wangbeini41982.lofter.com/post/74b64b34_2b5c03294,https://wangbeini41982.lofter.com/,2022-06-17,1,1,1,1,1,1,1,255
256,[GGAD]格格不入21,text,青汤光肉,https://meatsoup.lofter.com/post/228818_2b5c02e99,https://meatsoup.lofter.com/,2022-06-17,37,37,37,37,37,37,37,256
257,你好，我叫……,text,初枫,https://loushuidelizi.lofter.com/post/745f9dd7_2b5c01be5,https://loushuidelizi.lofter.com/,2022-06-17,0,0,0,0,0,0,0,257
258,None,img,the greater good,https://thegreatergood82020.lofter.com/post/73fcfc93_2b5c01441,https://thegreatergood82020.lofter.com/,2022-06-17,0,0,0,0,0,0,0,258
259,None,img,尔已,https://eryi629121.lofter.com/post/4c301b8d_2b5c0184d,https://eryi629121.lofter.com/,2022-06-17,10,14,22,23,23,24,28,259
260,None,img,随阳,https://hanyiyizhi.lofter.com/post/4bd784d5_2b5c029dc,https://hanyiyizhi.lofter.com/,2022-06-17,6,7,8,9,9,9,11,260
261,一些话,text,糖丸soso ⃒⃘⃤,https://mc-huiyialaso.lofter.com/post/4bb388d9_2b5c03563,https://mc-huiyialaso.lofter.com/,2022-06-17,0,0,0,0,0,0,0,261
262,None,img,要当纽特的小树枝,https://xingjiangziyiyi.lofter.com/post/73e09216_2b5bfe1c9,https://xingjiangziyiyi.lofter.com/,2022-06-17,0,0,0,0,0,0,0,262
263,【GGAD/汤哈】魔王和救世主的多元宇宙,text,春日星火,https://springsparky.lofter.com/post/31b28608_2b5bfb03e,https://springsparky.lofter.com/,2022-06-17,1,1,1,1,1,1,1,263
264,自己对GGAD的一点理解(仅为个人意见),text,赫托弥格盾,https://gongyulianshang.lofter.com/post/740b2607_2b5bfbc37,https://gongyulianshang.lofter.com/,2022-06-17,0,0,0,0,0,0,0,264
265,None,img,安娜塔西娅,https://annataxiya629.lofter.com/post/1f8fe188_2b5bf9c57,https://annataxiya629.lofter.com/,2022-06-17,59,62,64,64,65,66,66,265
266,None,img,小包一挎,https://shaoyedeqingpingguo40033.lofter.com/post/4cdab2a3_2b5c002ed,https://shaoyedeqingpingguo40033.lofter.com/,2022-06-17,4,4,4,4,4,4,4,266
267,None,img,山陵浸遠,https://xuhuairuogu589.lofter.com/post/1e6ca9d8_2b5bfd959,https://xuhuairuogu589.lofter.com/,2022-06-17,5,9,12,17,24,26,28,267
268,【GGAD】 梦,text,帕特里夏,https://xianyulinjinran.lofter.com/post/1f1a7c9a_2b5bfb6cd,https://xianyulinjinran.lofter.com/,2022-06-17,2,2,2,2,2,2,2,268
269,None,img,小蓝鸟送饭搬运大师,https://bigbeard33823.lofter.com/post/4cb6855e_2b5bfd940,https://bigbeard33823.lofter.com/,2022-06-17,6,7,10,12,12,13,14,269
270,None,img,Gellert Grindelwald ⃒⃘⃤,https://aralan01790.lofter.com/post/74aa51ab_2b5bfef09,https://aralan01790.lofter.com/,2022-06-17,0,0,0,0,0,0,0,270
271,None,img,戈琳斯·阿伯内西🇬🇧,https://ggad-gelinsishengtu.lofter.com/post/73fcc845_2b5bf8140,https://ggad-gelinsishengtu.lofter.com/,2022-06-17,2,2,2,2,2,2,2,271
272,None,img,不会写作文真君。,https://yingying75831.lofter.com/post/741b41ba_2b5bfc9b2,https://yingying75831.lofter.com/,2022-06-17,8,9,9,9,9,9,9,272
273,怎样用女儿挽回老相好68,text,Anna-图兰朵,https://anna-tulanduo.lofter.com/post/1f61c809_2b5bbc277,https://anna-tulanduo.lofter.com/,2022-06-17,10,10,10,10,10,10,10,273
274,和男友分手以后（十二）,text,刹那芳华,https://chaneifanghua515.lofter.com/post/30b0a4b5_2b5bb61dd,https://chaneifanghua515.lofter.com/,2022-06-17,6,6,6,6,6,6,6,274
275,【GGAD】【FB3】被世界最强的黑白巫师玩弄的一生 格林德沃篇 Chapter 22,text,Splitwarrior,https://splitwarrior.lofter.com/post/30cb80da_2b5bf9ad9,https://splitwarrior.lofter.com/,2022-06-17,4,4,4,4,4,4,4,275
276,None,img,北染_Sean.,https://baijie25562.lofter.com/post/73b8d6de_2b5bfa178,https://baijie25562.lofter.com/,2022-06-17,3,3,3,3,3,3,3,276
277,None,img,Moni,https://pfls419.lofter.com/post/4b4fddab_2b5bf05d9,https://pfls419.lofter.com/,2022-06-17,36,36,39,39,40,42,42,277
278,None,img,灵麒Linkee,https://jiangtutu521.lofter.com/post/1f0724af_2b5bf9d36,https://jiangtutu521.lofter.com/,2022-06-17,12,12,12,12,12,12,12,278
279,【HP】Double（7）,text,楪白昼,https://liuqiantan.lofter.com/post/7452dd8f_2b5bf6c18,https://liuqiantan.lofter.com/,2022-06-17,6,6,6,6,6,6,6,279
280,关于老大和格林德沃是什么关系（一）,text,作死罗锅,https://zuosidehushuluoguo.lofter.com/post/7468d789_2b5bf4e00,https://zuosidehushuluoguo.lofter.com/,2022-06-17,1,1,1,1,1,2,2,280
281,呜呜书荒有没有推文的,text,祈杳,https://draco38118.lofter.com/post/4cbe18da_2b5bf66df,https://draco38118.lofter.com/,2022-06-17,3,3,3,3,3,3,3,281
282,【GGAD】《血盟故障维修处》#10完结,text,红笔掉了,https://hongbidiaole.lofter.com/post/4c40725b_2b5bf4151,https://hongbidiaole.lofter.com/,2022-06-17,1,1,1,1,1,1,1,282
283,HP观影体.08,text,风气候,https://fqh06.lofter.com/post/74b60a13_2b5bf0bf0,https://fqh06.lofter.com/,2022-06-17,15,15,17,18,21,22,42,283
284,None,img,sdujukdjshsj,https://wylj0.lofter.com/post/1f6a7703_2b5bf39f4,https://wylj0.lofter.com/,2022-06-17,0,0,0,0,0,0,0,284
285,我真的不是黑巫师（1）,text,裤子飞飞,https://woaisese41269.lofter.com/post/7440c6d7_2b5bbe785,https://woaisese41269.lofter.com/,2022-06-17,0,0,0,0,0,0,0,285
